tof_0,tof_1,accelx,accely,accelz,gyrox,gyroy,gyroz,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.1118651829161585,0.0,3.8888092041015625,-1.7488958835601807,-0.0,1.6791374683380127,5.805672156601705,0.0,0.2152424454689026,-1.707362476979391,-0.0,0.009089423343539238,0.4292057752609253,0.0,0.007891660556197166,1.1396678686141968,0.0,-0.01402100920677185
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.1118046245970667,0.0,3.8790555000305176,-1.7488720417022705,-0.0,1.6482257843017578,5.8055996773536584,0.0,0.20869959890842438,-1.707346264516012,-0.0,0.005879451520740986,0.42927828431129456,0.0,0.008232511579990387,1.1397238969802856,0.0,0.011157861910760403
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.1118651829161585,0.0,3.8743162155151367,-1.7488802671432495,-0.0,1.610302209854126,5.805603730469503,0.0,0.21011212468147278,-1.7073944250689905,-0.0,0.008011984638869762,0.42926228046417236,0.0,0.0006758603267371655,1.1396560668945312,0.0,-0.07367244362831116
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.111868997613424,0.0,3.823194980621338,-1.7488325834274292,-0.0,1.6372110843658447,5.805595505028524,0.0,0.19909797608852386,-1.7073543707477015,-0.0,0.014532055705785751,0.42927005887031555,0.0,-0.0007965643890202045,1.1397124528884888,0.0,0.019737089052796364
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.11184086422109,0.0,3.8467350006103516,-1.7488605976104736,-0.0,1.631832480430603,5.805651652603903,0.0,0.2151165008544922,-1.707346264516012,-0.0,-0.0016803299076855183,0.4292299747467041,0.0,0.00308765796944499,1.1397082805633545,0.0,0.009527675807476044
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.111868997613424,0.0,3.8472986221313477,-1.7488678693771362,-0.0,1.6567370891571045,5.8055996773536584,0.0,0.21561789512634277,-1.7073500792132776,-0.0,0.010427076369524002,0.42924192547798157,0.0,0.001672067097388208,1.1397278308868408,0.0,-0.0007478175684809685
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.1118856869139613,0.0,3.8772730827331543,-1.7488481998443604,-0.0,1.6541842222213745,5.805591809540548,0.0,0.20269504189491272,-1.7073820273028772,-0.0,0.009513063356280327,0.4291894733905792,0.0,0.005326681770384312,1.1396759748458862,0.0,-0.029698332771658897
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.111873289147848,0.0,3.8599343299865723,-1.7488760948181152,-0.0,1.6308376789093018,5.805635678559103,0.0,0.20333963632583618,-1.707346264516012,-0.0,0.0015871464274823666,0.4292541444301605,0.0,0.00891982950270176,1.1396961212158203,0.0,0.011549587361514568
348.0,333.0,-4.7169,0.1848,8.4586,-0.0389,0.0234,-0.1084,-2.1119052372374476,0.0,3.8807411193847656,-1.7489205598831177,-0.0,1.6500883102416992,5.805643904000082,0.0,0.21714738011360168,-1.7073457876788538,-0.0,0.011185466311872005,0.429270476102829,0.0,0.003214908065274358,1.1396880149841309,0.0,0.015768004581332207
355.0,344.0,-4.8389,0.1214,8.6937,-0.0363,0.0234,-0.117,-2.111897131005758,0.0,3.8677902221679688,-1.7488442659378052,-0.0,1.6243481636047363,5.805595505028524,0.0,0.19903084635734558,-1.7073777357684534,-0.0,0.0066246832720935345,0.4291776418685913,0.0,-0.0008728604298084974,1.1396679878234863,0.0,-0.017514796927571297
355.0,344.0,-4.8389,0.1214,8.6937,-0.0363,0.0234,-0.117,-2.1119052372374476,0.0,3.873382091522217,-1.7488688230514526,-0.0,1.6631503105163574,5.805631625443258,0.0,0.20362311601638794,-1.7073987166034144,-0.0,-5.2490970119833946e-05,0.42926228046417236,0.0,0.003190988674759865,1.13972806930542,0.0,-0.04058903455734253
