tof_0,tof_1,accelx,accely,accelz,gyrox,gyroy,gyroz,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.5568870997852464,0.0,2.087191343307495,-1.3141779899597168,-0.0,2.0941081047058105,-2.591839452783102,-0.0,0.2784650921821594,-1.3273618857013147,-0.0,-0.017459139227867126,0.5561427474021912,0.0,-0.02574288472533226,1.2410590648651123,0.0,-0.03106989897787571
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.556915190336742,0.0,2.040066957473755,-1.3141087293624878,-0.0,2.1150426864624023,-2.591828008691305,-0.0,0.26198917627334595,-1.3274267355548304,-0.0,-0.034174732863903046,0.5561022162437439,0.0,0.0030376575887203217,1.2410467863082886,0.0,-0.07949752360582352
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.5568549197963257,0.0,2.032651424407959,-1.3141615390777588,-0.0,2.1008968353271484,-2.5918079815306605,-0.0,0.2680604159832001,-1.3274100462542933,-0.0,-0.022947676479816437,0.5561427474021912,0.0,-0.011788485571742058,1.241063117980957,0.0,-0.0012667293194681406
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.5568953177756448,0.0,2.062861442565918,-1.3141536712646484,-0.0,2.121959924697876,-2.5918241939940394,-0.0,0.2778592109680176,-1.327390495930807,-0.0,-0.026944976300001144,0.556191086769104,0.0,0.004479751922190189,1.2410509586334229,0.0,0.027157196775078773
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.5568908017924805,0.0,2.060063600540161,-1.3141820430755615,-0.0,2.1268792152404785,-2.5918804607787074,-0.0,0.27753257751464844,-1.3274224440204065,-0.0,-0.03277776017785072,0.5561428070068359,0.0,-0.009554384276270866,1.2410509586334229,0.0,-0.017881207168102264
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.556834684950747,0.0,2.0333774089813232,-1.3141655921936035,-0.0,2.139341354370117,-2.591799875298971,-0.0,0.28566625714302063,-1.3274019400226038,-0.0,-0.035668157041072845,0.5561387538909912,0.0,-0.00459288852289319,1.2410266399383545,0.0,-0.02787502482533455
297.0,326.0,6.1807,-0.3852,6.5515,-0.0377,0.0318,-0.1165,-1.5568953177756448,0.0,2.0357859134674072,-1.3142105340957642,-0.0,2.119816303253174,-2.591828008691305,-0.0,0.28431615233421326,-1.3274181524859827,-0.0,-0.021200954914093018,0.556191086769104,0.0,-0.018499474972486496,1.2410227060317993,0.0,-0.004639139398932457
297.0,326.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568467008746047,0.0,2.0649843215942383,-1.3141615390777588,-0.0,2.0994620323181152,-2.5918199024596156,-0.0,0.26270294189453125,-1.3274100462542933,-0.0,-0.03910592198371887,0.5561788082122803,0.0,0.011665110476315022,1.2410147190093994,0.0,-0.007573194336146116
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568908017924805,0.0,2.051194667816162,-1.3141615390777588,-0.0,2.0805981159210205,-2.591776033441061,-0.0,0.25483065843582153,-1.3274057547198694,-0.0,-0.02453659474849701,0.5561506152153015,0.0,-0.011143771931529045,1.2410832643508911,0.0,0.06643521040678024
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568549197963257,0.0,2.0737180709838867,-1.3141862154006958,-0.0,2.1104917526245117,-2.59183992962026,-0.0,0.2709769010543823,-1.327369515095846,-0.0,-0.023411646485328674,0.5561268329620361,0.0,-0.0010351608507335186,1.2410874366760254,0.0,-0.008134156465530396
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568990207142015,0.0,2.0104241371154785,-1.3141056299209595,-0.0,2.076873302459717,-2.5918036899962367,-0.0,0.2597087621688843,-1.327386204396383,-0.0,-0.025995440781116486,0.5561665892601013,0.0,-0.0013270226772874594,1.2410106658935547,0.0,-0.029309483245015144
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568748035332938,0.0,2.0675392150878906,-1.3141655921936035,-0.0,2.1330270767211914,-2.591851850549215,-0.0,0.26687949895858765,-1.327414337788717,-0.0,-0.017501225695014,0.5560905337333679,0.0,-0.006190650165081024,1.2410590648651123,0.0,0.05400741845369339
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568508312902232,0.0,2.059904098510742,-1.3141858577728271,-0.0,2.1415324211120605,-2.591872354547018,-0.0,0.2735878527164459,-1.327369515095846,-0.0,-0.03255870193243027,0.5561788082122803,0.0,-0.007985679432749748,1.2410550117492676,0.0,0.019490880891680717
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568830103478213,0.0,2.0546693801879883,-1.3141494989395142,-0.0,2.0824480056762695,-2.591827531854147,-0.0,0.27016013860702515,-1.3273738066302698,-0.0,-0.022626575082540512,0.5561428070068359,0.0,-0.02082723006606102,1.24110746383667,0.0,-0.034277111291885376
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568747923574229,0.0,2.0784008502960205,-1.3141940832138062,-0.0,2.0879533290863037,-2.5918761692442835,-0.0,0.26859143376350403,-1.3273738066302698,-0.0,-0.03897850587964058,0.5561186075210571,0.0,-0.017728647217154503,1.2410386800765991,0.0,0.06602411717176437
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568866844153781,0.0,2.040928363800049,-1.3141417503356934,-0.0,2.1820459365844727,-2.5918156109251917,-0.0,0.26564234495162964,-1.327369515095846,-0.0,-0.031396813690662384,0.5561788082122803,0.0,0.00484910374507308,1.2410550117492676,0.0,-0.019274510443210602
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.556862711240985,0.0,2.0326452255249023,-1.314161777496338,-0.0,2.1240010261535645,-2.5918122730650843,-0.0,0.2787359654903412,-1.327386204396383,-0.0,-0.02350992150604725,0.5561788082122803,0.0,-0.015061663463711739,1.2410467863082886,0.0,0.05210720747709274
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568549197963257,0.0,2.0198845863342285,-1.3141779899597168,-0.0,2.171245574951172,-2.5918318233885707,-0.0,0.26884758472442627,-1.3274019400226038,-0.0,-0.027312014251947403,0.5561584234237671,0.0,-0.005637952592223883,1.241075038909912,0.0,0.0070036547258496284
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568668407252808,0.0,2.0501980781555176,-1.3141454458236694,-0.0,2.090402603149414,-2.5918241939940394,-0.0,0.26072046160697937,-1.327369515095846,-0.0,-0.02636311948299408,0.5561342239379883,0.0,-0.018521372228860855,1.2410672903060913,0.0,0.014451391994953156
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568668407252808,0.0,2.06850528717041,-1.3141738176345825,-0.0,2.0857419967651367,-2.5918079815306605,-0.0,0.2911452054977417,-1.32739764848818,-0.0,-0.030802374705672264,0.5561227202415466,0.0,-0.004620494320988655,1.2410427331924438,0.0,-0.030014170333743095
298.0,334.0,6.2195,-0.3374,6.6257,-0.0441,0.0312,-0.118,-1.5568830103478213,0.0,2.081827402114868,-1.3141820430755615,-0.0,2.1165013313293457,-2.591827531854147,-0.0,0.2788083255290985,-1.3273618857013147,-0.0,-0.03070787526667118,0.5561870336532593,0.0,-0.020559728145599365,1.241075038909912,0.0,0.03383816033601761
298.0,334.0,6.2267,-0.3751,6.6257,-0.0449,0.024,-0.1133,-1.5568668407252808,0.0,2.0855050086975098,-1.3142063617706299,-0.0,2.1518454551696777,-2.591868063012594,-0.0,0.2591584324836731,-1.3273614088641565,-0.0,-0.025739798322319984,0.5561788082122803,0.0,-0.01579221524298191,1.2410348653793335,0.0,-0.004765964578837156
303.0,322.0,6.2267,-0.3751,6.6257,-0.0449,0.024,-0.1133,-1.5568387501737853,0.0,2.0593650341033936,-1.3141372203826904,-0.0,2.105832099914551,-2.5918156109251917,-0.0,0.27089592814445496,-1.3273819128619593,-0.0,-0.03876000642776489,0.5561788082122803,0.0,-0.004672132432460785,1.2410467863082886,0.0,-0.030495304614305496
303.0,322.0,6.2267,-0.3751,6.6257,-0.0449,0.024,-0.1133,-1.556862711240985,0.0,2.081131935119629,-1.3141738176345825,-0.0,2.1362483501434326,-2.5918361149229945,-0.0,0.2735641300678253,-1.3273738066302698,-0.0,-0.03276911750435829,0.556154727935791,0.0,0.0034110029228031635,1.2410509586334229,0.0,-0.003417195752263069
