tof_0,tof_1,accelx,accely,accelz,gyrox,gyroy,gyroz,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort
394.0,363.0,0.7089,-6.5151,6.7149,-0.0345,0.0283,-0.1182,-1.5940352878966273,0.0,2.861499309539795,-1.853222131729126,0.002152274129912257,2.5085437297821045,-1.2821412843516846,0.00013409997336566448,0.44497835636138916,-0.8580892721759241,-0.00018414328224025667,-0.19492614269256592,0.5486899614334106,0.0,0.016320668160915375,1.3162524700164795,0.00034428320941515267,0.3665633797645569
394.0,363.0,0.7089,-6.5151,6.7149,-0.0345,0.0283,-0.1182,-1.5939871273436488,0.0,2.887132167816162,-1.8531932830810547,0.0008866751450113952,2.4774818420410156,-1.2821453672698517,0.0001199673060909845,0.437680721282959,-0.8580697218524378,-0.00016326442710123956,-0.1953893005847931,0.5486735701560974,1.1970515724490927e-12,0.017725953832268715,1.3162765502929688,0.0004917052574455738,0.40786629915237427
394.0,363.0,0.7089,-6.5151,6.7149,-0.0345,0.0283,-0.1182,-1.5940352878966273,0.0,2.86557936668396,-1.8532416820526123,0.00048060089466162026,2.5145013332366943,-1.2820889216712494,0.00010342319001210853,0.44416141510009766,-0.8580492178546351,-0.00014371119323186576,-0.17669418454170227,0.5487460494041443,9.274845982546932e-20,0.03947523981332779,1.3162602186203003,0.000863080145791173,0.415108323097229
394.0,363.0,0.7089,-6.5151,6.7149,-0.0345,0.0283,-0.1182,-1.594062944451803,0.0,2.8776049613952637,-1.8532541990280151,0.0003296762297395617,2.5087757110595703,-1.2821814578822632,9.088935621548444e-05,0.4426034390926361,-0.8580864111529749,-0.00012834114022552967,-0.19944079220294952,0.5487297773361206,7.186222401492093e-27,0.020289774984121323,1.3163291215896606,0.0015515009872615337,0.3475727140903473
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.5940267048277796,0.0,2.871147632598877,-1.853245735168457,7.72345156292431e-05,2.5022597312927246,-1.282153235082962,8.106524910544977e-05,0.43634235858917236,-0.8581097761737269,-0.00011594075476750731,-0.1877807229757309,0.5487215518951416,5.567942051020851e-34,0.02851448953151703,1.3163371086120605,0.001504534506238997,0.4157474935054779
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.594034811059469,0.0,2.876412868499756,-1.8532664775848389,6.142107304185629e-05,2.481018304824829,-1.282153235082962,7.315772381843999e-05,0.4428834021091461,-0.8581216971026819,-0.000105725834146142,-0.19407790899276733,0.5486936569213867,4.314037452270382e-41,0.034956566989421844,1.3162884712219238,0.0006840815767645836,0.399488240480423
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.594006677667135,0.0,2.9089794158935547,-1.8532499074935913,7.647419988643378e-05,2.493598222732544,-1.2821052235415955,6.665581895504147e-05,0.44633370637893677,-0.858093563710348,-9.716508066048846e-05,-0.189129039645195,0.5487260222434998,0.0,0.029245344921946526,1.3163044452667236,0.0005171738448552787,0.3840659260749817
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.5940467319884242,0.0,2.89505934715271,-1.8531776666641235,8.715431613381952e-05,2.4958553314208984,-1.28213723123584,6.121538899606094e-05,0.438963919878006,-0.8581216971026819,-8.98869038792327e-05,-0.20412395894527435,0.5487215518951416,0.0,0.024840325117111206,1.3163448572158813,0.0002682712802197784,0.3837648034095764
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.5940104923644007,0.0,2.8843636512756348,-1.8532499074935913,-3.126688898191787e-05,2.4907305240631104,-1.282149152164795,5.659601083607413e-05,0.44062143564224243,-0.858093563710348,-8.362315566046163e-05,-0.19295892119407654,0.5487018823623657,0.0,0.02537671849131584,1.316340684890747,0.0001975871855393052,0.37280428409576416
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.594051023522848,0.0,2.9173104763031006,-1.8532334566116333,-5.34275641257409e-05,2.437098503112793,-1.2821449798396607,5.262489867163822e-05,0.44580817222595215,-0.858105484639303,-1.3258671742732986e-06,-0.188167542219162,0.5487220287322998,0.0,0.030040962621569633,1.3163083791732788,0.00015638532931916416,0.38190722465515137
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.5940305195250453,0.0,2.9111804962158203,-1.8531662225723267,-2.2679954781779088e-05,2.47465181350708,-1.2821335655501862,3.2462187391502084e-06,0.433368980884552,-0.8581016699420374,-1.0272919938759256e-13,-0.19340810179710388,0.5487254858016968,0.0,0.031244847923517227,1.3163083791732788,0.00012940246961079538,0.36212170124053955
382.0,365.0,0.6012,-6.5569,6.5569,-0.0417,0.0338,-0.1098,-1.5940152607359828,0.0,2.9000437259674072,-1.853169322013855,-5.091092825093568e-11,2.5171496868133545,-1.2821331483176728,2.5151950834578773e-13,0.44418156147003174,-0.8581097761737269,-7.959536558562272e-21,-0.19437289237976074,0.548721969127655,0.0,0.012335184961557388,1.3163002729415894,0.00013243309513200074,0.39781904220581055
392.0,369.0,0.5145,-6.1077,6.8937,-0.0351,0.0162,-0.1194,-1.594022890130514,0.0,2.895432472229004,-1.8532458543777466,-2.9689503395670686e-22,2.500398874282837,-1.282161371116974,1.9487929329700378e-20,0.4474233388900757,-0.8581016699420374,-6.167112238077212e-28,-0.19027715921401978,0.548713743686676,0.0,0.026871146634221077,1.3163566589355469,0.00011544553854037076,0.34701967239379883
392.0,369.0,0.5145,-6.1077,6.8937,-0.0351,0.0162,-0.1194,-1.5940548382201136,0.0,2.9301576614379883,-1.8532098531723022,-1.7313898537589705e-33,2.4540891647338867,-1.2821491223624726,1.5099395727177898e-27,0.4491034150123596,-0.8581097761737269,-4.7783262779497235e-35,-0.1941824108362198,0.548713743686676,0.0,0.020259033888578415,1.3163330554962158,0.0001023206059471704,0.4045427441596985
