tof_0,tof_1,accelx,accely,accelz,gyrox,gyroy,gyroz,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort
331.0,308.0,0.4265,-0.807,9.5258,-0.0299,0.0281,-0.1222,-1.6690079174437464,0.0,2.4506311416625977,-1.8521897792816162,-0.0,2.0595266819000244,4.965212422400274,0.0,0.28395459055900574,-1.4973953405963343,-0.0,-0.010218971408903599,0.7630903720855713,-0.0,0.004927001893520355,0.8357265591621399,0.0,-0.0026998373214155436
331.0,308.0,0.4265,-0.807,9.5258,-0.0299,0.0281,-0.1222,-1.6689874134459437,0.0,2.470176935195923,-1.852185845375061,-0.0,2.0792038440704346,4.9651880142982385,0.0,0.2904893755912781,-1.4974353949176233,-0.0,-0.023215271532535553,0.763221800327301,-0.0,0.005584262311458588,0.8357825875282288,0.0,-0.004624844528734684
331.0,308.0,0.4265,-0.807,9.5258,-0.0299,0.0281,-0.1222,-1.669027944604391,0.0,2.4762754440307617,-1.8521897792816162,-0.0,2.076913833618164,4.96517630198554,0.0,0.2802112102508545,-1.4974311033831995,-0.0,-0.013293299823999405,0.763122022151947,-0.0,-0.011286593973636627,0.8357185125350952,0.0,0.020867565646767616
331.0,308.0,0.4265,-0.807,9.5258,-0.0299,0.0281,-0.1222,-1.6690355739989222,0.0,2.4946680068969727,-1.8521502017974854,-0.0,2.098564863204956,4.9651715634162805,0.0,0.2776462137699127,-1.4974554220782679,-0.0,-0.01938803866505623,0.763122022151947,-0.0,-0.005398901645094156,0.8357465863227844,0.0,-0.01292531006038189
331.0,308.0,0.4265,-0.807,9.5258,-0.0299,0.0281,-0.1222,-1.669039865533346,0.0,2.469766855239868,-1.8521660566329956,-0.0,2.075432062149048,4.96517642119483,0.0,0.283674418926239,-1.497443977986471,-0.0,-0.024538623169064522,0.7631661891937256,-0.0,-0.0017499488312751055,0.8357425332069397,0.0,0.010686110705137253
331.0,308.0,0.4265,-0.807,9.5258,-0.0299,0.0281,-0.1222,-1.669011732141012,0.0,2.4802145957946777,-1.8521621227264404,-0.0,2.0567755699157715,4.9651880142982385,0.0,0.2793985605239868,-1.4974272886859339,-0.0,-0.026775527745485306,0.7631819844245911,-0.0,-0.010668252594769001,0.8357185125350952,0.0,0.000593328382819891
328.0,312.0,0.4164,-0.7986,9.4469,-0.0308,0.0255,-0.1168,-1.6690317593016566,0.0,2.4750425815582275,-1.8521541357040405,-0.0,1.9897675514221191,4.965179759054937,0.0,0.2785162329673767,-1.4974635283099573,-0.0,-0.016590740531682968,0.7631062269210815,-0.0,0.0060385484248399734,0.8357585072517395,0.0,-0.0033944109454751015
328.0,312.0,0.4164,-0.7986,9.4469,-0.0308,0.0255,-0.1168,-1.669016023675436,0.0,2.418081283569336,-1.8521621227264404,-0.0,2.079918622970581,4.965196090727606,0.0,0.2831478416919708,-1.4973991552936,-0.0,-0.015499988570809364,0.7631300091743469,-0.0,0.0035105475690215826,0.8357345461845398,0.0,-0.01876695454120636
328.0,312.0,0.4164,-0.7986,9.4469,-0.0308,0.0255,-0.1168,-1.669011732141012,0.0,2.4782602787017822,-1.8521541357040405,-0.0,2.03568959236145,4.965172338276663,0.0,0.28120285272598267,-1.4974315802203577,-0.0,-0.014420835301280022,0.7631621360778809,-0.0,-0.002740119583904743,0.8357506394386292,0.0,-0.020878927782177925
328.0,312.0,0.4164,-0.7986,9.4469,-0.0308,0.0255,-0.1168,-1.6690637073912562,0.0,2.490017890930176,-1.8521744012832642,-0.0,2.0655863285064697,4.965208339482107,0.0,0.2780520021915436,-1.497411076222555,-0.0,-0.015414396300911903,0.7631422877311707,-0.0,-0.0027131224051117897,0.8357225060462952,0.0,-0.03263023868203163
